Text,Label
If you're seriously thinking about voting for Donald Trump you are as ignorant as he is arrogant #GOPDebate,0
The best thing in #GOPDebate was @GovChristie wiping the floor w/ @RandPaul on his Jihad enabling policies. Well done.,1
I beg you Donald trump supporters to reconsider. He is easily influenced politically &amp; monetarily. #GOPDebate #tlot #tcot #WakeUpAmerica,0
#GOPDebate #DumpTrump @megynkelly u have a new fan. U showed America who Chump really is. A bully w no class. A billionaire w no substance👎🏻,0
Safe to say that Darwin used #PoliticalCorrectness to protect #slavery and hide his #racism #GOPDebate #tcot,0
"#RFS reduces our need for oil imports from hostile foreign regions, which helps keep our military out of Middle East conflicts. #GOPDebate",1
"Looks like @RealBenCarson &amp; @marcorubio were the big winners of the #GOPDebate, and I agree!",1
"Keep focusing on shit like the #GOPDebate you dumbfucks, the 4th wave of Fascism isn't for you basic bitches anyway.",0
Trump to Paul: “You’re having a hard time tonight!” #GOPDebate,0
#BATsAsk Same old playbook. #GOPDebate @BadassTeachersA #TBATs,0
"Sure, #Trump may be entertaining, but let's remember this is a presidential campaign, not WWE SummerSlam. #GOPDebate",0
#Trumps having a bad hair day... Again. #GOPDebate @RandPaul @RealBenCarson,0
"@realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GOPClownCar",0
@dan_bernstein That debate or if you can call it that was just a joke. The biggest one of all is Donald Trump. #GOPDebate,1
I definitely have way too much to do today to be googling lies told during the #GOPDebate. There just too few hours in a day.,0
"Is it me or does the #GOPDebate feel like an episode of ""who wants to be a millionaire""",0
"I don't really think anyone ""won"" the #gopdebate last night. Some people lost and a few will rise in polls. But nobody stood out overmuch.",0
Unfortunately I wasnt able to take #GOP candidates' #Abortion opinions seriously because their penises got in the way #GOPDebate #prochoice,0
@foxnewspolitics #GOPDebate #MeganKelly the 1 clear looser last night was Fox New ' s Fair &amp; Balanced reputation.,0
Hillary was just called 'the epitome of the secular progressive movement'. BAHAHAHAHAHAHA LOLOLOLOLOLOL LMAOOO #GOPDebate,0
#GOPDebate I need an antacid,0
#FoxNews created the wilfully ignorant monster they conspired 2 destroy in the #GOPdebate. They failed. I couldn't be …,0
"Rand Paul won the round with Chris Christie with the completely irrelevant #ObamaHug line, though he was right on the merits…",1
Megan Kelly is angrier tonight than Rosie O'Donnell on a diet. #GOPDebate,0
@RandPaul @ChrisChristie why did he get a free pass on raid the NJ Pension system much like Bush raided Social Security?? #GOPDebate,0
Why is nobody talking about how @JohnKasich proves #Obamacare medicaid expansion works on #GOPDebate ? @LaDemos @TeamKCP @DW…,0
@FoxNews Megyn Kelly's #GOPDebate performance was every bit as biased and obnoxious as that of Candy Crowley's 2012 @CNN performance.,0
"per #GOPdebate, Trump believes it's merely ""politically correct"" not MORALLY RIGHT to treat women as equals.",0
"Trump said this country needs brain, so basically he is saying we shouldn't vote for him? #GOPDebate",0
"Well, it's over. And in the minds of any aliens watching from orbit, so is the human species. #GOPDebate",0
"On 50th anniversary of Voting Rights Act, not one question about VRA or voting rights during 1st #GOPdebate",0
Why did Scott Walker wink at me? Why did I like it? #GOPDebate,0
#GOPDebate w/o moderation: @realDonaldTrump shapes @GOP policy and debate #TNTweeters #AINF #tlot #tc…,0
"If the 2016 presidential election comes down to who I'd like to have a beer with, @JebBush is toast. Zero Gravitas. #GOPDebate",0
The most disgraceful moment of #GOPDebate last night was when Huckabee bashed on the most venerable of our war veterans .... the B-52,0
Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights #DebateWithBernie #GOPDebate ht…,0
Poor Marco Rubio laughing at his own jokes. #GOPDebate,0
"To me, the real winner of last night #GOPDebate was @megynkelly. #MegynKelly",1
Media sticks up 4 @megynkelly during #GOPDebate n rips #Trump. What media'is missing #Trump did not crash n burn. Megan set Trump up.,0
@GovMikeHuckabee stopping by to talk with @fox8news today. Tune in @ noon to hear what he has to say about #GOPDebate,1
"You're right, Trump. If it wasn't for you, we wouldn't be talking about the dumb shit you said. #GOPDebate",0
The (painful) #GOPDebate (that should embarrass all Americans) shows u GOP is so dumb they don't even know their biggest th…,0
.@realDonaldTrump just gave a master class on how to get away with sexism via @voxdotcom #GOPDebate,0
.@JebBush it's not US responsibility to provide options for #IllegalAliens when THEIR countries wont handle their welfa…,0
I have a theory that the Trump campaign is secretly funded by Saturday Night Live writers to provide material for the sho…,0
S/O to #DonaldTrump for refusing to be politically correct .....or correct in general. #GOPDebate #tcot,0
Chris Christie only gave Obama that big hug because the President had Bacon Bits in his pocket. #GOPDebate,0
I heard @realDonaldTrump is creating his own time zone and Kim Jong U won't rule out running an independent campaign in 2016. #GOPDebate,0
.@drudge_report Trump took Megyn Kelly to church last night. Dominant showing. #GOPDebate,0
This caption is puuuuuuurfect. #hillaryclinton #hillary2016 #vote #election #gopdebate,1
So @SenSanders live-tweeted the #GOPDebate using #DebateWithBernie and @HillaryClinton hung out with @KimKardashian &amp; @kanyewes…,0
#NSFW Why Donald Trump won last night's #GOPDebate,1
Just made my $10 donation to @NRDC for ZERO mentions of #ClimateChange at last night's #GOPDebate.,0
Everyone in Atlantic City went backrupt??? Even @BoardwalkW ?? #GOPDebate,0
You can't believe a thing that comes out of Rubios mouth. #GOPDebate,0
Why Did Chris Christie Say He Was A U.S. Attorney On 9/11 When He Wasn’t? via @thinkprogress #GOPDebate,0
"Wait, has Rick Perry thought of that 3rd gov't dept yet??? Maybe he can ask Ronald Raven.... #GOPClownCar #GOPDebate",0
"Megyn Kelly has never been that tough on her illegal alien guest, Jose Antonio Vargas. #gopdebate #tcot",0
"Despite what @GovMikeHuckabee and @RickSantorum think, this is not a person #PlannedParenthood #abortion #GOPDebate",0
I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate,0
Just finished the #GOPDebate. Two hours of excellent tough questions without a single one being properly answered or addressed.,0
And the focus group post #GOPDebate was a liberal eyesore. @FrankLuntz your focus groups are a disgrace and do no justice. #wasteoftime,0
"Hilarious coverage of last night's #GOPDebate, from my colleague Al Perrotta: Ten Guys Walk Onto a Stage…",0
"If you saw any tears during Jon Stewart's last night on The Daily Show, just pretend I laughed so hard I cried watching the #GOPDebate.",0
Oh no he didn't.. Ye shall know them by their fruit?! #GOPDebate they use law not ethics or GOD to get donations and peda…,0
Biggest winner of tonight's #GOPDebate was far and away Hillary Clinton.,1
"With all due respect to the pundits, you don't get to tell me who won the debate. That's for me to decide. #GOPDebate",0
I was confused about John Kasich showing up in last night's #GOPDebate but it turns out he camped out at the box office for rush tickets.,0
War! War! War! In unison the GOP candidates chant on Iran (with a slight variance from Rand Paul). Take them at their word. …,0
The award for most disingenuous statement in last night's #GOPDebate goes to @JebBush for his #CommonCore doubletalk: …,0
You know what's missing from this #GOPDebate? Garbage collectors. Cause all I see on stage is trash.,0
#Trump gets called out by woman for demeaning other women; Trump calls her a bimbo. This should win him the movie-shoote…,0
RT “@Bipartisanism: What #CarlyFiorina forgot to mention in the #GOPDebate:,0
The Master of Useful Humor #gopdebate #imwithhuck #gop #ccot #teaparty #tcot #makedclisten #wethepeople #uniteright,1
That's a wrap! So blessed to have been able to be apart of it all 🇺🇸🐘💁🏻❤️ #gopdebate #kasich4us,1
"#GOPDebate God speaks to all the GOP candidates. If that does not make you an atheist , I dont know what will.",0
Republican strategist @FrankLuntz 's focus group during #GOPDebate ended up decidedly not liking Trump by end of debate.,1
"Kim Kardashian can make a sex tape, have a TV show &amp; do a promo pose with Hillary, but Trump can't call a women a dog. #GOPDebate #PC",1
Donald Trump's unwillingness to pledge not to run as an independent should immediately disqualify him in every Republican…,0
"NYT Lib take on #GOPDebate On support4 Trump audience @ NY beer hall “In a room full of progressives, u better believe…",1
#DonaldTrump won't rule out third-party bid @David_Gergen @alexcast look into the #GOPdebate,0
"Please note, this is not a lie. World only has 53.3 years of oil reserves left. Hello, anyone listening? #GOPDebate #uniteblue #cnn #manbc",0
@roryontour @bannerite @SayNoToGOP @POTUS #cspanchat how QUICK #CANDIDATES #gopdeBATE TURN and how much FASTER #RWNJ #ZOMBIES turn on them,0
"I'm the only one on stage who can handle Iran. If anyone can understand Persians, it's a guy who lives in a Gold Penthous…",1
"""We've got to unite our country again because we are stronger when we are united"" @JohnKasich @FoxNews #GOPDebate",1
John Kasich is doing something bold- not pandering to the base.Wonder if he gets points for courage.Maybe gets respect for t…,1
For once I agree with 90% of @camillepaglia 's assessment: #GOPDebate,1
"Can you imagine 10 women, each hoping to run the country, all vowing to intervene in men's decisions about their own bodies…",0
"After last nights #GOPDebate, if that's The future of the #USA then we have a lot to worry about",0
"#CamillePaglia on #GOPdebate (sadly, I agree with most she says) via @thr",1
"Just as we get the world we deserve, the #GOP gets the candidates it deserves. If you don't like Trump, look in the mirror. #GOPDebate",0
Lol- I just realized there are people that are taking this Trump run for presidency FOR REAL. My bad. #GOPDebate,0
Donald trump and @Eat24 feed the world with tacos #GOPDebate,0
My favorite moment from last night's #GOPDebate,0
"Biggest takeaway from #GOPDebate, Rs love the US and can see it's greatness. Ds are nothing but full of greivenses.",0
"Now that the dust is settling from last night, it's becoming clear that #JohnKasich won and helped himself the most. #GOPDebate #2016",1
Can Jeb Bush be swapped out for Carly Fiorina in the next debate or does the line of succession have to be Clinton or B…,0
A perfect summation of the #GOPDebate,0
Nothing says Republican populist fighting for everyday working-man like arriving in your gold-plated 757. #GOPDebate htt…,0
@realDonaldTrump explains campaign finance at #GOPDebate lat night. Very insightful piece by @voxdotcom,1
"The #GOPDebate, In Five Clips From #DumbAndDumber...",0
"Explaining the #GOPDebate to my dad who missed it and describing it as a SNL skit, basically.",0
"I just have to laugh at all these 'analysis' of the #GOPDebate It was just entertainment, that's all. Both the moderators &amp; the candidates.",0
"Odds on @realDonaldTrump uttering ""#cuckservative"" at the next #GOPDebate ?",0
"Slept 10 hrs last night, right through the #GOPDebate Judging from tweets, that was very beneficial to my health.",0
@WalterWhfla @DesignerDeb3 @realDonaldTrump ABSOLUTELY! I REFUSE TO ALLOW @FoxNews to speak for me. I'll draw my own conc…,0
"#GOPDebate @realDonaldTrump called our POTUS ""stupid"". What does that make him?",0
"2/2 Me: ""its like a priest who can get married, have kids"" ""ohh a tea party person"" Me: ""yep. Pretty much."" Geese - #GOPDebate #ClownCar",0
"""If guns don't kill people why are they strickly forbidden anywhere near #GOPdebate?"" #DebateQuestionsWeWantToHear",0
#Fiorina is presidential material. Looking forward to seeing her surge. #GOPDebate,1
.@megynkelly slayed the #GOPDebate and asked thought provoking questions. 👏🏼 or else @realDonaldTrump wouldn't be tweeting about it.,1
The perfect remedy for a #GOPDebate hangover is to #FF @KyBurg @FutureBoston @Sycamoron @NewPoll_inTown,0
Love @washingtonpost's video re-cap of the #GOPDebate:,1
I listened to the #GOPDebate &amp; got a different feel than the TV pundits. @realDonaldTrump was the smartest racist/ misogynist on stage.,0
You also left out the collapse of @megynkelly Her obvious bias was unprofessional &amp; childish #GOPDebate #KellyFile,0
“@megynkelly: #KellyFile is LIVE now with reaction to #GOPDebate your @realDonaldTrump attack was obvious why are u so…,1
#GOPDebate How do you spell disappointment? M-e-g-y-n k-e-l-l-y,0
"As president, would you make THIS FACE? #GOPDebate",0
".@KObradovich on Trump &amp; #GOPDebate: "" been bulletproof so far in the race and that’s unlikely to change"" #iacaucus",1
Trump is alienating himself from every single woman in the US #GOPDebate #trumpsucks,0
Retweeted ✯✯Gene McVay✯✯ (@GeneMcVay): #GOPDebate proved that @FoxNews is ALL IN for another liberal...,0
Did Scott Walker just say he has a harlot? #GOPDebate,0
"Was it me, or did the panel at last night's #GOPDebate seem a little... snide? @realDonaldTrump @RealBenCarson @kirstie…",0
@FoxNews @greta @greggutfeld @TheFive Last nt #GOPDebate was just like the first session of summer two-a-days for ballers. Get used to it.,0
The Democrats love to keep people poor and confused in order to make them slaves to their party. Liberals are for chaos. #GOPDebate #Trump,0
".@CNN is breaking down the debate with fact checks, good to see the media actually holding some of the candidates accountable. #GOPDebate",1
"#BATSask which #GOPDebate will fund schools, not prisons? @berniesanders",0
"#GOPDebate -ers vs Trump? The gloves stayed on, except for #Fiorina. She kicked him to the curb, like he was an HP employee.",0
"""I created a culture of life in my state."" —@JebBush, former Gov of Florida, which executed 21 people during his term in offic…",0
Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate,1
"She @megynkelly is a horrible commentator @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate",0
#GOPDebate #TrumpsHair + #cats Enough said.,0
"Poor #BenCarson. Ignored, tokenized, getting cut off. Being treated in this debate like...Well, like a black man in thi…",0
I've heard clearer messages during the charades portion of Hollywood Game Night. #GOPDebate,0
so apparently the candidates are arriving at the debate site #GOPDebate,0
@dickscuttlebutt @TYFYS84 @DuffelBlog your #GOPDebate tl;dr: blah blah politics blah blah whiskey blah silent weeping blah Christie is fat.,0
"""Often times, the person that knows they can't win, is allowed to speak the most freely"" - Jon Stewart 2004 #GOPDebate",0
"@FoxNews @megynkelly @BretBaier court @realDonaldTrump to boost their ratings, but try to undermine him at the #GOPDebate #TheDonaldOnTop",0
"If the #GOP gave a shit about poor people, they'd let then watch the PRESIDENTIAL FUCKING DEBATE w/o a paid cable subscription. #GOPDebate",0
The perfect remedy for a #GOPDebate hangover is to #FF @messagingmatt @StCyrlyMe2 @beetrix @Jenn4Laughs @dmiller23 @msbellows @liberal98,0
"Watched the #GOPDebate from last night and damn, trump went off.Polls are showing that most people think he won will be interesting goin fwd",0
What I learned last night... #MegynKelly should not be moderating debates. Came off as snarky and biased. #GOPDebate,0
LOL Sad but TRUE #FoxNews on decline as Conservatives abandon big business media elite $$$ bandwagon. #GOPDebate,0
"As always when watching current GOP crop of candidates, I feel very encouraged as a Democrat but very depressed as an Americ…",0
@RealBenCarson congrats on crossing 2 million likes on FB! #BC2DC16 #whitecoat2whitehouse #GOPDebate #BCtoDC16,1
For those of you who missed the #GOPDebate #FoxDebate - here's the highlight reel.,0
My take on the #GOPDebate: it wasn't a true debate. Except for a handful of onstage battles it was really just people answering questions,0
By far the best part of the #GOPDebate is the hostess @megynkelly 😍😍,1
Yes or no if Jeb Bush wears Spanx #GOPDebate,0
@HillaryClinton took a selfie with Kim K. The #GOPDebate was a bonafide shit show and Jon Stewart is off the air. I weep for America.,0
Love when the #GOPDebate takes over @mamasbarnyc - That hair looks great on the big screen @realDonaldTrump,1
The Last 15 min of the #GOPDebate was #insane #god was invoked so many times it reminded me of #ISIS #liberal #Secularism #equalityforall,0
Didn't watch the #GOPdebate because my TV doesn't get 1954.,0
"My #GOPDebate analysis, 10) Gov. Kasich = A rising star in republican politics, Shows strong leadership, Will definitel…",1
"My #GOPDebate analysis, 9) Gov. Christie = Come back kid, Powerful, Knows how to punch, Had some great points, will ris…",1
"Dear Republican Party, you broker the Donald, you own him. Pony up, Bitch. #GOPDebate #2016",0
No substance. All talk about issues that only matter to the rich. #GOPDebate was a failure of political process.,0
Not one other candidate willing to take a hard line on Rosie O'Donnell. Shameful. #GOPDebate,0
#JebBush at the first #GOPDebate.,0
"My #GOPDebate analysis, 8) (Rabbi) Dr. Carson = Too soft, does have ideas, Needs some major good moments, Has zero to l…",1
#GOPDebate: @FoxNews Failed,0
"#GOPDebate made me think about who'd I want to listen to &amp; see on my TV every day? Walker, Carson, Kasich, Huckabee -Yes Hillary, Carly-NO",1
Trump schooling Chris Wallace reminded me of that scene in Back To School where Dangerfield schooled the nerdy biz professor. #GOPDebate,1
YYYYY do NON Conservatives get all the coverage and PROMOTION on #FoxNews ??? #FoxNews #GOPDeba…,0
@aliseeeeb captured the #GOPDebate perfectly,0
Thank goodness this whacko was interviewed #GOPDebate I mean she clearly is a visionary.,1
The #DonaldTrump show! #foxnews #GOPDebate,1
"My #GOPDebate analysis, 7) Sen. Paul = Can be nasty, I personally dont like his tone, Does show leadership, Will hover …",0
The GOP candidates were grilled. Hard. Expecting softballs on the Dem side #GOPDebate #tcot #ccot #ycot,0
.@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. #GOPdebate #FoxNews,0
"Great, great list idea for localization of election coverage: #GOPDebate",1
LMFAO ROFL hahahaha. What I wouldn't give to see 1980s Shit Lord Ron Paul on that stage. #GOPDebate,0
At least #DonaldTrump can make you laugh. Hope Americans can see beyond that. Trouble in paradise orelse #GOPDebate,1
"After hearing the summary from the #GOPDebate last night, if a Republican wins the election, we're screwed",0
"My #GOPDebate analysis 6) Ted Cruz = A true reaganite, Strong principles, Had great moments, Not a politician, Will ris…",1
"#GOPDebate TRUMP ""gotcha questions"" not enlightening, but anger provoking; very disappointing @BillHemmer &amp; @marthamaccallum much better",0
@rhondalevaldo @JohnKasich brought up initiatives but journalist moderators didn't follow up w/ him. @TalkPoverty #GOPDebate,1
Ted Cruz is carrying an AR15. Says it's his right to bring it on stage. #GOPDebate,0
Breaking: Rosie O'Donnell responds to Trump by snapping angry selfie... #GOPDebate,0
Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general election? #GOPdebate,0
"""To honor the people that died"".You mean the ones your brother sent there with a lie? Just wanna be sure those are the sa…",0
Well of course. Where else can you get this quality of stand up comedy? #GOPDebate,0
@HomerWhite HOW COME FOX WANTS TO BE THE THIRD PARTY??? #GOPDEBATE,0
"""If God had perceived that our greatest need was political stability, He would have sent us a politician."" - D.A Carson …",0
@CNN is fact checking last night's #GOPDebate. This is awesome.,1
Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOPDebate @FoxNews,0
"@billmaher - of all the things you can call Dr. Ben Carson the neurosurgeon... ""idiot"" is certainly not one of them. #BenCarson #GOPDebate",1
"Curious, did @JudahWorldChamp coach @realDonaldTrump for last nights debate? #theSwaggerLookedFamiliar #GOPDebate #Comedy",0
Christie w/ his 9/11 nonsense showed that patriotism surely is the last refuge of a scoundrel. (Samuel Johnson) #GOPDebate,0
@SmittyMyBro Their publicly stated beliefs alone are enough to prove just how moon howling batshit crazy these skin jobs are. #GOPDebate,0
"My #GOPDebate analysis, 4) Marco Rubio = Strong leadership, Great answers, real ideas &amp; solutions, super presidential. …",1
"“I made a lot of money in Atlantic City,” is exactly what you want to hear come out of the mouth of a presidential can…",0
"@DWStweets the only word that you could come up with to sum the #GOPDebate was ""Misogyny"" ....seriously?? #BYE",0
@JohnKasich says ONCE we have economic growth THEN we extend it to lower class? REALLY? #GOPDebate @SenSanders @TheDemocrats @SenateDems,0
You'd think God had a role in running this country. #GOPDebate #fail,0
I just took a stroll through #GOPDebate hashtag. Have spit loads of coffee laughing. Good form progressives. (@djmorrison…,1
"Man, Republicans really hate women. #GOPDebate",0
Haven't seen 10 people who looked this orange since Holland lined up for the third place match in Brazil. #GOPDebate,0
The First Republican Debate Was a Mess and the GOP Should be Embarrassed of Itself #GOPDebate,0
#GOPDebate I think Megyn Kelly succeeded in her primary goal last night. People are talking about her today. #FoxDebate #FOXNEWSDEBATE,1
"Protect your business get it in writing with contracts, Don't be unprepared like some of the GOP candidates. Free 30 min consult #GOPDebate",0
Undoubtedly @FoxNews doesn't want @TedCruz to have any questions. #SMH #GOPDebate,0
"#GOPDebate If humble beginnings are an important part of being a candidate, our country is becoming a goddamned candi…",1
"My #GOPDebate analysis, 3) Scott Walker = I expected more charisma, ideas &amp; solutions, Still has a strong chance, Might…",1
Last night on FOX: Watch ten old white men ass they all go balls deep in a big bowl of crazy gravy together. #GOPDebate #Democracy,0
The perfect remedy for a #GOPDebate hangover is to #FF @1Brian @kendracp @tracywilson @jimmy_dore @wherevermag @SarahBurris @AuthorKimberley,0
The debate is over.... Hands down @TedCruz my man! #GOPDebate,1
"My #GOPDebate analysis, 2)Jeb Bush = Saw some uncomfortable moments in him, could use more attractiveness, Needs more g…",0
Frank Luntz #GOPdebate Ted Cruz. Great news!,1
"Im calling the #GOPdebate and post debate ""The Trump Attack"" @realDonaldTrump did an awesome job taking everybody, inc…",0
"Join ISIS and sign your death warrant, Signed @tedcruz next President of the US󾓦 #GOPDebate #WakeUpAmerica #CruzCrew",0
"If @megynkelly moderated Perot debate: ""Mr Perot, u r ugly! Doesn't that disqualify u from being President?"" #FoxNews sucked #GOPDebate",0
"#GOPDebate Trump = idiot, brought up important issues people like #Cruz had already brought up. He just said it like an ass, got publicity.",0
".@SheriffClarke Glad ou came. Yes, @carlyfiorina nailed it at #GopDebate, the @acu @Bootcamp after and with @hardball_chris Travel safely",1
"Thank you @FoxNews @BretBaier @megynkelly Chris Wallace, &amp; team, you guys put in tremendous amount of work for tonight'…",1
@megynkelly @realDonaldTrump #GOPDebate Call Donald for being sexist? What do photos like this do for women?,0
That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),1
The clear winner of the #GOPDebate is anyone who didn't watch it.,0
"The essence of a GOP remarks about your family: ""No! My father was an even bigger loser than his!"" #GOPDebate",0
@ZeitgeistGhost FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina #GOPDebate #morningjoe,0
The real loser in the debate to me was Jeb. The establishment is begging for us to vote for him &amp; he showed us why we sh…,0
#ProWrestling Can Teach You Everything You Need to Know About the #GOPDebate same target audience too,0
"""Freedom is not free and we must fight for it every day."" -@RealBenCarson Even if you don't vote for the guy, appreciate #truth #GOPDebate",1
Don't buy @tedcruz 's stale rhetoric. Successful #CVE looks at root causes of radicalism &amp; adopts long-term solutions #GOPDebate,0
Say what you want but if the gop ratings are through the roof you can single handedly thank @realDonaldTrump for it #GOPDebate,1
Ben Carson isn't for 'politically correct' war. AKA he'll violate international law and think nothing of it. #GOPDebate,0
The perfect remedy for a #GOPDebate hangover is to #FF @woodhouseb @fakedansavage @missb62 @ChasingTao @HollandCooke @RobinHoodTax,0
"""This wasn’t a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate #GOPDebate #tcot #ccot #ycot",0
"If Donald Trump is elected, there will be hell toupee. #GOPDebate",0
#GOPDebate @realDonaldTrump had alot of speakin time but pretty much used that to make a mockery of the presidential campaign.,0
Cooper seems to be losing interest. #GOPDebate,0
Rubio Did A Good Job Last Night. #GOPDebate,1
"Trump loses #gopdebate but Rubio, Cruz and others triumph #copolitics #tcot #tlot #pjnet #gop",0
"""Will anyone protect our right to discriminate against people based on any arbitrary thing we decide fits into our religi…",0
"Hey America, after the #GOPDebate, this about sums it up...",0
I'm having a really hard time thinking of ways that @PFTCommenter could have been more successful with his #GOPDebate shenanigans @edsbs,1
It appears the word has gone out from Fox to rally around the moderators of #GOPDebate. Seeing lots of staff tweets trying to defend.,0
The perfect remedy for a #GOPDebate hangover is to #FF @IndieMediaWeek @Truman_Town @snarkylibdem @RelUnrelated @morgfair @IanReifowitz,0
Trump: Megyn Kelly’s Sexism Question ‘Was Not a Very Nice Question’ @realDonaldTrump #GOPDebate #2016,0
#Walker16's Rejection of Medicaid Money Costing Wisconsin Nearly $400 Million #wiunion #GOPDebate #p2 …,0
"Good morning America, how are ya? Your native son will be teeing up the best #GOPDebate sound on @FoxFriendsFirst @ 5 &amp; …",0
Can I get a debate where @GovChristie and @RandPaul discuss liberty and security for an hour? Please? @93wibc #GOPDebate,1
I really liked many of the candidates as people but not so much as future Presidents. #GOPDebate @HappeningNow,0
Scott Walker &amp; Droopy Dog... definitely related. #GOPDebate,0
"Who's ""marginalizing"" women Lingerie model @megynkelly or @realDonaldTrump Glass houses? #DeBaitAndSwitch #GOPDebate",0
".@megynkelly, @realDonaldTrump insults everyone, so is it misogyny? Didn't #RosieODonnell throw the first punch in their feud? #GOPDebate",0
Props to @megynkelly for doing a great job asking the hard hitting questions @ the #GOPDebate last night,1
#GOPDebate fills me with mild dread,0
This! biggest loser last night was @megynkelly who came across as a condescending cat! #boycott her show! #GOPDebate,0
@JohnKasich really impressed me in the debate. I hope to see your pole numbers increase. #GOPDebate #GOP #ohio,1
Right. Let's get angry about all of the topics they didn't bring up at the #GOPDebate like they care. You can't penetrate the bubble.,0
Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #uniteblue #cnn #p2,0
Good luck to everyone competing in the #GOPDebate in Blaine this weekend! @HappyCowsUlti @MNSuperiorU16 @texas_tango @DeadriseDC,1
yes we need to listen to this #GOPDebate #Batsask why is that MR. Kasich no trickle down working here!,0
Good idea from colleague @David_Boaz: set up 1-on-1 @ChrisChristie vs. @RandPaul #GOPDebate. I'd watch #cato2016,1
@debrajsaunders @GasiaKTVU Donald Trump was the self proclaimed winner of the #GOPDebate you ladies agree?,0
Fact: Americans are in more danger from the threat of white men domestically than ISIS internationally. #GOPDebate,0
We should have built that wall in 1491. #GOPDebate,0
I didn't watch the #GOPDebate last night but saw 1st 90s this morning. Why does it feel exactly like @AmericanIdol or sim show? #WereFucked,0
"Donald Trump, Rosie O’Donnell Feud: #DonaldTrump Slams #MegynKelly &amp; ‘Fat Pig’ #RosieODonnell [Video] #GOPdebate #GOP",0
This thing is longer than two Hobbit movies combined. #GOPDebate,0
".@VanJones68 ""@JebBush looked like oatmeal getting colder!"" ZINGGG!!! #GOPDebate",0
"Congratulations @Rosie for making the ""presidential"" discussion. Who knew you were so important? #GOPDebate",0
.@realDonaldTrump said it best last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope,1
"Since so much oil comes from the Middle East, wouldn't a War on Cars be more effective than a War on Terrorism? #GOPDebate",0
"Goodbye #Cleveland, OH. Hello #Greenville, SC. After @GovMikeHuckabee crushes #GOPDebate, the campaign continues.",1
Wish Hilary had Carly Fiorina passion and spark! She should take some lessons from her.#GOPDebate,1
"""We are currently experiencing a master class in the art of political stupidity"" via @FodaRecord #GOPDebate #despair",0
Didn’t really gain anything from tonight’s #GOPDebate except for AN EVEN GREATER MOTIVATION TO ELECT A DEMOCRAT IN 2016. A…,0
"Wonder what ""President"" @realDonaldTrump's late-night tweeting might look like after meeting with Angela Merkel. #GOPdebate",0
"NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand",1
I wrote on @SlantNews about my nostalgia for a time when politics was kind of boring: #GOPDeba…,0
@ScottWaker rope-a-dope strategy for #GOPDebate was brilliant.,1
"Apparently it was @FoxNews which received the order for the Code Red on Donald Trump, not the other candidates. #GOPDe…",0
Marco Rubio emerges as the party’s brightest star #GOPDebate #Rubio2016 #ImwithMarco,1
"A tiny part of me really wants Donald Trump to be US president. I mean, it would be hilarious. It would be horrible. Buthilarious #GOPDebate",0
Remember to attack the #cuckservative in the #GOPDebate tonight,0
A college debate coach's perspective on who 'won' the #GOPdebate last night. @EmoryAdmission @emorydebate @trefpool,1
YES!!!! @krauthammer said @TedCruz had the best night! #Cruz2016 #GOPDebate,1
How fast did Kasich track down a gay person to invite him to a wedding when he decided to run for president? #GOPDebate,0
Did Trump just say he opposed Iraq war in July 2004? The invasion was in March 2003. #GOPDebate,0
@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate,1
"Didn't Nostradamus predict the ""village idiot"" would rule the world? What if... what if it wasn't Bush after all? #GOP…",0
"Consensus from #GOPdebate: Several big winners, no real losers, yet everyone holds place--except Fiorina. What?! What's the math there?",0
"@SMShow @frangeladuo #GOPDebate Gave ""No Fucks"" About #BlackLivesMatter",0
".@marcorubio's God is only generous to #Republicans, so generous that he allowed them to lose twice but give them 17 candida…",0
Chris Christie last night at the #GOPDebate,0
I was asked about @realDonaldTrump &amp; the #GOPDebate last night. It was clear to me the questions were negatively baited &amp; lo…,0
The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho @francie57 @MemphisJohnny1 @Floridagordon @floridajewel @Infamous_Deb,0
"Notice last night nothing about climate change, minimum wage, gun control, and barely got into same sex marriage. #GOPDebate",0
"It's very interesting that every one of the GOP candidates hates the govt., &amp; yet they're applying for a job to join it. #GOPDebate",0
